GeneID	expCompName	USD
3861	12452_12594	SS
23036	12452_12595	SS
23451	12452_12596	SS
1994	12452_12597	S
6749	12452_12598	SS
2120	12452_12599	SS
53335	12452_12600	SS
4204	12452_12601	SS
22807	12452_12602	SS
57805	12452_12603	SS
221937	12452_12604	SS
4904	12452_12605	SS
1915	12452_12606	SS
8243	12452_12607	SS
790	12452_12608	SS
3607	12452_12609	SS
11168	12452_12610	SS
1937	12452_12611	S
2969	12452_12612	SS
4130	12452_12613	S
10036	12452_12614	SS
9987	12452_12615	S
7290	12452_12616	SS
22913	12452_12617	SS
11016	12452_12618	SS
5985	12452_12619	SS
5931	12452_12620	SS
8531	12452_12621	S
5813	12452_12622	SS
9555	12452_12623	SS
1778	12452_12624	DD
49854	12452_12625	S
7486	12452_12626	SS
10514	12452_12627	SS
3148	12452_12628	SS
3868	12452_12629	S
10528	12452_12630	SS
27339	12452_12631	SS
6239	12452_12632	SS
9584	12452_12633	SS
10155	12452_12634	SS
7913	12452_12635	SS
51602	12452_12636	SS
1107	12452_12637	SS
4677	12452_12638	S
7443	12452_12639	SS
7975	12452_12640	SS
9688	12452_12641	SS
399687	12452_12642	SS
2771	12452_12643	DD
506	12452_12644	S
5993	12452_12645	S
58525	12452_12646	SS
4790	12452_12647	S
6257	12452_12648	SS
10992	12452_12649	S
23028	12452_12650	SS
54617	12452_12651	S
293	12452_12652	SS
1998	12452_12653	SS
3185	12452_12654	SS
4097	12452_12655	SS
4149	12452_12656	SS
10051	12452_12657	SS
23225	12452_12658	SS
6142	12452_12659	SS
6878	12452_12660	SS
11335	12452_12661	SS
90378	12452_12662	SS
5089	12452_12663	SS
4430	12452_12664	SS
6118	12452_12665	SS
9678	12452_12666	SS
10915	12452_12667	S
4172	12452_12668	S
5339	12452_12669	S
6929	12452_12670	DD
3835	12452_12671	SS
3329	12452_12672	SS
9967	12452_12673	SS
57459	12452_12674	SS
3608	12452_12675	SS
10949	12452_12676	SS
116113	12452_12677	SS
8458	12452_12678	SS
9919	12452_12679	SS
1153	12452_12680	SS
1213	12452_12681	SS
22984	12452_12682	SS
57621	12452_12683	SS
129831	12452_12684	SS
2551	12452_12685	SS
9181	12452_12686	SS
9879	12452_12687	SS
1973	12452_12688	S
4802	12452_12689	SS
1615	12452_12690	S
8208	12452_12691	S
2597	12452_12692	DD
498	12452_12693	S
9343	12452_12694	S
54880	12452_12695	S
23196	12452_12696	S
10643	12452_12697	SS
11100	12452_12698	S
5095	12452_12699	SS
9889	12452_12700	SS
50804	12452_12701	SS
3189	12452_12702	S
8815	12452_12703	S
23394	12452_12704	SS
54840	12452_12705	SS
4350	12452_12706	SS
10919	12452_12707	SS
24148	12452_12708	SS
51366	12452_12709	SS
4774	12452_12710	SS
10923	12452_12711	SS
7392	12452_12712	SS
26993	12452_12713	SS
1968	12452_12714	SS
2237	12452_12715	S
5052	12452_12716	S
7528	12452_12717	SS
2553	12452_12718	SS
8295	12452_12719	SS
29128	12452_12720	SS
79968	12452_12721	S
10363	12452_12722	S
5725	12452_12723	S
51231	12452_12724	S
10989	12452_12725	S
29855	12452_12726	S
5423	12452_12727	SS
8939	12452_12728	SS
6874	12452_12729	SS
9775	12452_12730	SS
80010	12452_12731	SS
56980	12452_12732	SS
23186	12452_12733	SS
2113	12452_12734	SS
2010	12452_12735	SS
2314	12452_12736	SS
4990	12452_12737	S
23468	12452_12738	SS
466	12452_12739	SS
6137	12452_12740	SS
55023	12452_12741	SS
192111	12452_12742	SS
10498	12452_12743	SS
57634	12452_12744	S
1786	12452_12745	S
51222	12452_12746	S
166815	12452_12747	S
103	12452_12748	UU
56946	12452_12749	S
3149	12452_12750	SS
5976	12452_12751	S
170506	12452_12752	S
5978	12452_12753	SS
1385	12452_12754	SS
3727	12452_12755	S
6223	12452_12756	SS
5096	12452_12757	SS
6217	12452_12758	SS
6599	12452_12759	SS
6872	12452_12760	SS
7529	12452_12761	SS
9532	12452_12762	S
11004	12452_12763	SS
54107	12452_12764	SS
6428	12452_12765	S
7024	12452_12766	SS
7690	12452_12767	SS
9685	12452_12768	S
3838	12452_12769	SS
6185	12452_12770	SS
7534	12452_12771	SS
8932	12452_12772	SS
23244	12452_12773	SS
3516	12452_12774	SS
6500	12452_12775	SS
832	12452_12776	S
3796	12452_12777	S
9948	12452_12778	DD
9898	12452_12779	S
8473	12452_12780	S
9138	12452_12781	SS
79813	12452_12782	SS
22827	12452_12783	SS
55775	12452_12784	S
6222	12452_12785	SS
6434	12452_12786	S
9320	12452_12787	S
10284	12452_12788	S
79915	12452_12789	SS
2079	12452_12790	SS
4221	12452_12791	SS
4637	12452_12792	SS
5983	12452_12793	SS
6181	12452_12794	SS
6207	12452_12795	SS
6210	12452_12796	SS
4150	12452_12797	S
4784	12452_12798	SS
9349	12452_12799	SS
51493	12452_12800	S
53615	12452_12801	SS
55695	12452_12802	SS
84324	12452_12803	SS
283337	12452_12804	SS
1072	12452_12805	S
4736	12452_12806	SS
6727	12452_12807	SS
7342	12452_12808	SS
10694	12452_12809	DD
22823	12452_12810	S
23528	12452_12811	DD
221504	12452_12812	S
7023	12452_12813	DD
64151	12452_12814	DD
57727	12452_12815	UU
10642	12452_12816	S
84159	12452_12817	SS
539	12452_12818	SS
1487	12452_12819	S
2521	12452_12820	SS
6205	12452_12821	S
7709	12452_12822	SS
11338	12452_12823	S
84271	12452_12824	SS
284695	12452_12825	SS
1386	12452_12826	SS
5929	12452_12827	SS
6119	12452_12828	SS
1936	12452_12829	SS
2002	12452_12830	SS
4839	12452_12831	SS
6129	12452_12832	SS
6138	12452_12833	SS
6152	12452_12834	SS
6627	12452_12835	SS
6629	12452_12836	SS
6633	12452_12837	SS
6722	12452_12838	SS
6877	12452_12839	SS
8690	12452_12840	SS
9092	12452_12841	S
9877	12452_12842	SS
10951	12452_12843	SS
23517	12452_12844	SS
51637	12452_12845	SS
57187	12452_12846	SS
84450	12452_12847	SS
1104	12452_12848	S
5709	12452_12849	S
7014	12452_12850	SS
246243	12452_12851	SS
1965	12452_12852	SS
5094	12452_12853	SS
5478	12452_12854	S
6124	12452_12855	S
6147	12452_12856	SS
8655	12452_12857	SS
3833	12452_12858	S
5356	12452_12859	SS
6130	12452_12860	S
92609	12452_12861	SS
226	12452_12862	DD
3726	12452_12863	UU
51663	12452_12864	UU
4773	12452_12865	S
6203	12452_12866	SS
23521	12452_12867	SS
51377	12452_12868	SS
1650	12452_12869	SS
6134	12452_12870	SS
6201	12452_12871	SS
10362	12452_12872	SS
27044	12452_12873	SS
57082	12452_12874	SS
79913	12452_12875	SS
4899	12452_12876	SS
6158	12452_12877	SS
6726	12452_12878	SS
7572	12452_12879	SS
9131	12452_12880	SS
27350	12452_12881	SS
55700	12452_12882	SS
124944	12452_12883	S
3376	12452_12884	SS
5090	12452_12885	SS
6132	12452_12886	SS
6133	12452_12887	SS
6135	12452_12888	SS
6886	12452_12889	SS
7407	12452_12890	SS
8545	12452_12891	SS
8664	12452_12892	S
8813	12452_12893	SS
10189	12452_12894	SS
10713	12452_12895	SS
11091	12452_12896	SS
51474	12452_12897	S
79718	12452_12898	SS
222229	12452_12899	SS
5903	12452_12900	SS
6144	12452_12901	SS
7167	12452_12902	S
10771	12452_12903	S
51441	12452_12904	SS
84284	12452_12905	SS
55689	12452_12906	UU
3030	12452_12907	UU
8570	12452_12908	SS
5479	12452_12909	S
9416	12452_12910	SS
22938	12452_12911	SS
54927	12452_12912	S
23	12452_12913	SS
8289	12452_12914	SS
6136	12452_12915	SS
6193	12452_12916	SS
6432	12452_12917	SS
7507	12452_12918	S
55319	12452_12919	SS
79618	12452_12920	SS
2625	12452_12921	S
4522	12452_12922	SS
6015	12452_12923	SS
6188	12452_12924	SS
51639	12452_12925	SS
54971	12452_12926	SS
1069	12452_12927	SS
3615	12452_12928	S
4173	12452_12929	SS
6169	12452_12930	SS
7874	12452_12931	SS
1877	12452_12932	S
2193	12452_12933	S
3005	12452_12934	S
6018	12452_12935	SS
9425	12452_12936	SS
29028	12452_12937	S
81887	12452_12938	S
3945	12452_12939	DD
1938	12452_12940	DD
8924	12452_12941	DD
23195	12452_12942	D
55342	12452_12943	UU
60468	12452_12944	UU
65986	12452_12945	S
571	12452_12946	SS
5428	12452_12947	SS
7994	12452_12948	SS
6155	12452_12949	SS
8971	12452_12950	S
9939	12452_12951	SS
53371	12452_12952	SS
54906	12452_12953	S
84061	12452_12954	S
4209	12452_12955	SS
6667	12452_12956	S
54433	12452_12957	SS
64769	12452_12958	SS
2130	12452_12959	SS
4255	12452_12960	SS
6156	12452_12961	SS
6202	12452_12962	SS
6204	12452_12963	SS
6227	12452_12964	SS
6229	12452_12965	SS
7284	12452_12966	SS
10286	12452_12967	SS
10436	12452_12968	SS
22926	12452_12969	SS
26135	12452_12970	SS
58477	12452_12971	SS
64426	12452_12972	SS
83855	12452_12973	SS
140735	12452_12974	SS
1053	12452_12975	SS
3308	12452_12976	SS
3735	12452_12977	SS
3836	12452_12978	SS
3921	12452_12979	SS
6160	12452_12980	S
26528	12452_12981	SS
55269	12452_12982	SS
57691	12452_12983	SS
81608	12452_12984	SS
84661	12452_12985	SS
10038	12452_12986	S
1445	12452_12987	DD
5705	12452_12988	D
6772	12452_12989	UU
389677	12452_12990	UU
988	12452_12991	UU
54431	12452_12992	S
10691	12452_12993	U
57488	12452_12994	S
5926	12452_12995	S
6146	12452_12996	SS
6774	12452_12997	S
8402	12452_12998	SS
55833	12452_12999	S
79656	12452_13000	SS
1810	12452_13001	SS
3028	12452_13002	S
6143	12452_13003	SS
6175	12452_13004	SS
6748	12452_13005	SS
8106	12452_13006	SS
9330	12452_13007	SS
9410	12452_13008	S
54108	12452_13009	SS
708	12452_13010	SS
2077	12452_13011	S
3543	12452_13012	SS
5437	12452_13013	SS
6122	12452_13014	SS
6141	12452_13015	SS
6218	12452_13016	S
6230	12452_13017	SS
6635	12452_13018	SS
6670	12452_13019	SS
7037	12452_13020	SS
10482	12452_13021	SS
25842	12452_13022	S
25873	12452_13023	SS
54504	12452_13024	SS
55272	12452_13025	SS
55505	12452_13026	S
57470	12452_13027	SS
124540	12452_13028	SS
280636	12452_13029	SS
2950	12452_13030	S
3550	12452_13031	SS
10179	12452_13032	D
23435	12452_13033	SS
26168	12452_13034	S
79577	12452_13035	S
84188	12452_13036	SS
962	12452_13037	D
7022	12452_13038	D
8665	12452_13039	D
9646	12452_13040	DD
7416	12452_13041	UU
10476	12452_13042	UU
904	12452_13043	UU
1659	12452_13044	UU
29896	12452_13045	S
55183	12452_13046	S
84309	12452_13047	S
4809	12452_13048	S
6836	12452_13049	S
7508	12452_13050	S
9377	12452_13051	S
4595	12452_13052	SS
10730	12452_13053	SS
11339	12452_13054	S
22887	12452_13055	S
1933	12452_13056	SS
5691	12452_13057	SS
5994	12452_13058	SS
6636	12452_13059	SS
8089	12452_13060	SS
11224	12452_13061	SS
26173	12452_13062	S
58517	12452_13063	SS
79073	12452_13064	SS
84833	12452_13065	SS
113246	12452_13066	SS
6176	12452_13067	SS
11235	12452_13068	DD
55832	12452_13069	SS
51386	12452_13070	D
3032	12452_13071	UU
4783	12452_13072	UU
3659	12452_13073	U
1717	12452_13074	U
6935	12452_13075	UU
10426	12452_13076	U
55131	12452_13077	S
80145	12452_13078	U
1374	12452_13079	SS
3703	12452_13080	SS
4259	12452_13081	U
4513	12452_13082	U
55651	12452_13083	S
2005	12452_13084	SS
6235	12452_13085	SS
7468	12452_13086	S
9978	12452_13087	SS
29105	12452_13088	SS
51545	12452_13089	SS
55015	12452_13090	SS
91582	12452_13091	SS
27332	12452_13092	UU
26586	12452_13093	UU
79882	12452_13094	U
2958	12452_13095	UU
10423	12452_13096	UU
55892	12452_13097	U
56993	12452_13098	U
1911	12452_13099	U
6747	12452_13100	S
55210	12452_13101	SS
57680	12452_13102	DD
84181	12452_13103	SS
10382	12452_13104	S
7533	12452_13105	S
10657	12452_13106	SS
3839	12452_13107	SS
79009	12452_13108	U
80205	12452_13109	D
10576	12452_13110	S
7094	12452_13111	DD
23126	12452_13112	SS
9726	12452_13113	SS
80303	12452_13114	DD
9500	12452_13115	SS
55907	12452_13116	SS
4171	12452_13117	S
7743	12452_13118	S
7374	12452_13119	DD
9328	12452_13120	DD
57062	12452_13121	SS
63977	12452_13122	SS
26227	12452_13123	SS
2153	12452_13124	DD
10094	12452_13125	SS
8819	12452_13126	D
6208	12452_13127	SS
55193	12452_13128	SS
10092	12452_13129	DD
546	12452_13130	S
6097	12452_13131	DD
7415	12452_13132	DD
10963	12452_13133	D
2058	12452_13134	SS
64324	12452_13135	SS
8379	12452_13136	SS
10607	12452_13137	SS
10898	12452_13138	S
5537	12452_13139	SS
7170	12452_13140	D
9044	12452_13141	SS
11171	12452_13142	S
2533	12452_13143	DD
7317	12452_13144	DD
22800	12452_13145	D
3619	12452_13146	UU
6780	12452_13147	SS
9209	12452_13148	D
201254	12452_13149	SS
6059	12452_13150	DD
8394	12452_13151	D
4697	12452_13152	SS
81892	12452_13153	SS
118	12452_13154	D
4824	12452_13155	D
83463	12452_13156	D
5315	12452_13157	DD
4602	12452_13158	DD
5707	12452_13159	DD
4609	12452_13160	DD
55159	12452_13161	D
10726	12452_13162	D
23193	12452_13163	D
6513	12452_13164	DD
10287	12452_13165	DD
134492	12452_13166	D
29966	12452_13167	S
5230	12452_13168	DD
79576	12452_13169	S
891	12452_13170	D
4905	12452_13171	DD
23644	12452_13172	D
6342	12452_13173	S
9611	12452_13174	S
4798	12452_13175	S
9774	12452_13176	SS
55660	12452_13177	SS
22803	12452_13178	SS
1736	12452_13179	S
4343	12452_13180	S
23272	12452_13181	SS
55133	12452_13182	SS
4869	12452_13183	SS
58499	12452_13184	SS
51520	12452_13185	SS
25909	12452_13186	SS
84146	12452_13187	SS
8731	12452_13188	SS
22907	12452_13189	S
125476	12452_13190	SS
84930	12452_13191	SS
5966	12452_13192	UU
9184	12452_13193	SS
10575	12452_13194	SS
653121	12452_13195	SS
9329	12452_13196	S
3097	12452_13197	UU
91748	12452_13198	UU
55898	12452_13199	S
8894	12452_13200	SS
9739	12452_13201	S
79595	12452_13202	S
54915	12452_13203	SS
100507290	12452_13204	SS
4676	12452_13205	SS
8602	12452_13206	SS
4719	12452_13207	D
64864	12452_13208	S
860	12452_13209	U
8575	12452_13210	SS
7776	12452_13211	SS
10589	12452_13212	SS
9972	12452_13213	UU
1176	12452_13214	SS
6671	12452_13215	U
64432	12452_13216	UU
521	12452_13217	U
196528	12452_13218	U
919	12452_13219	U
27069	12452_13220	U
54865	12452_13221	UU
11051	12452_13222	SS
1653	12452_13223	SS
259266	12452_13224	S
10606	12452_13225	DD
5684	12452_13226	S
23481	12452_13227	SS
57592	12452_13228	S
8826	12452_13229	S
2063	12452_13230	D
8886	12452_13231	D
6721	12452_13232	S
9203	12452_13233	SS
23137	12452_13234	D
54980	12452_13235	S
5347	12452_13236	DD
23077	12452_13237	D
9169	12452_13238	UU
5434	12452_13239	SS
8266	12452_13240	SS
5902	12452_13241	D
84135	12452_13242	D
4928	12452_13243	UU
8021	12452_13244	U
11261	12452_13245	U
22821	12452_13246	DD
5717	12452_13247	DD
10654	12452_13248	DD
10728	12452_13249	D
10487	12452_13250	D
63922	12452_13251	D
7086	12452_13252	D
92675	12452_13253	D
121642	12452_13254	D
34	12452_13255	DD
11075	12452_13256	D
84289	12452_13257	D
10629	12452_13258	U
372	12452_13259	S
54331	12452_13260	D
5111	12452_13261	DD
10399	12452_13262	D
51347	12452_13263	D
65998	12452_13264	D
93621	12452_13265	DD
26205	12452_13266	SS
157773	12452_13267	S
56252	12452_13268	UU
23112	12452_13269	UU
1054	12452_13270	U
2355	12452_13271	U
6497	12452_13272	U
26148	12452_13273	U
84928	12452_13274	UU
11083	12452_13275	S
9477	12452_13276	U
9589	12452_13277	U
51079	12452_13278	U
1616	12452_13279	U
10180	12452_13280	U
129285	12452_13281	U
57402	12452_13282	S
3909	12452_13283	S
4864	12452_13284	S
5083	12452_13285	SS
5110	12452_13286	SS
27161	12452_13287	SS
2037	12452_13288	SS
8907	12452_13289	SS
4772	12452_13290	SS
5394	12452_13291	SS
9984	12452_13292	SS
162394	12452_13293	SS
57674	12452_13294	SS
6128	12452_13295	SS
51013	12452_13296	SS
5719	12452_13297	SS
11128	12452_13298	SS
26057	12452_13299	S
29127	12452_13300	SS
54809	12452_13301	SS
54954	12452_13302	SS
64434	12452_13303	SS
989	12452_13304	S
2197	12452_13305	SS
9575	12452_13306	S
23173	12452_13307	SS
25824	12452_13308	SS
51116	12452_13309	SS
56681	12452_13310	S
79685	12452_13311	SS
79697	12452_13312	SS
117246	12452_13313	SS
1511	12452_13314	S
5685	12452_13315	S
5718	12452_13316	S
7158	12452_13317	S
7991	12452_13318	S
27154	12452_13319	S
27335	12452_13320	S
55850	12452_13321	S
55922	12452_13322	S
146956	12452_13323	S
4700	12452_13324	S
5514	12452_13325	S
25902	12452_13326	S
54454	12452_13327	S
57532	12452_13328	S
57708	12452_13329	S
65083	12452_13330	S
642	12452_13331	S
1163	12452_13332	S
1763	12452_13333	S
1894	12452_13334	S
2334	12452_13335	S
2733	12452_13336	S
4057	12452_13337	S
4508	12452_13338	S
5217	12452_13339	S
6745	12452_13340	S
7067	12452_13341	S
7818	12452_13342	S
8635	12452_13343	S
9556	12452_13344	S
9640	12452_13345	S
9653	12452_13346	S
9986	12452_13347	S
10434	12452_13348	S
10763	12452_13349	S
10857	12452_13350	S
22934	12452_13351	S
23471	12452_13352	S
23658	12452_13353	S
26121	12452_13354	S
27085	12452_13355	S
27095	12452_13356	S
51144	12452_13357	S
51157	12452_13358	S
51270	12452_13359	S
51562	12452_13360	S
51596	12452_13361	S
51780	12452_13362	S
54939	12452_13363	S
55726	12452_13364	S
56990	12452_13365	S
64793	12452_13366	S
64951	12452_13367	S
64960	12452_13368	S
79901	12452_13369	S
79954	12452_13370	S
80185	12452_13371	S
83743	12452_13372	S
117143	12452_13373	S
123283	12452_13374	S
201266	12452_13375	S
254225	12452_13376	S
286826	12452_13377	S
646915	12452_13378	S
7552	12452_13379	S
63035	12452_13380	S
23261	12452_13381	S
55187	12452_13382	S
54	12452_13383	S
862	12452_13384	S
4908	12452_13385	S
10004	12452_13386	S
26017	12452_13387	S
27040	12452_13388	S
29115	12452_13389	S
55717	12452_13390	S
57211	12452_13391	S
64072	12452_13392	S
79644	12452_13393	S
84811	12452_13394	S
116840	12452_13395	S
139411	12452_13396	S
390598	12452_13397	S
3667	12452_13398	S
54468	12452_13399	S
271	12452_13400	S
604	12452_13401	S
25878	12452_13402	S
256643	12452_13403	S
254048	12452_13404	U
54464	12452_13405	U
7448	12452_13406	S
3096	12452_13407	U
22974	12452_13408	U
51021	12452_13409	S
84622	12452_13410	S
55127	12452_13411	S
4999	12452_13412	S
57117	12452_13413	S
60625	12452_13414	S
152518	12452_13415	S
56902	12452_13416	S
10613	12452_13417	U
8735	12452_13418	S
24149	12452_13419	S
26000	12452_13420	S
55252	12452_13421	S
3938	12452_13422	S
8881	12452_13423	S
9913	12452_13424	S
56985	12452_13425	S
137209	12452_13426	S
6443	12452_13427	S
9663	12452_13428	S
9703	12452_13429	S
25821	12452_13430	S
55339	12452_13431	S
57690	12452_13432	S
84432	12452_13433	S
222484	12452_13434	S
392275	12452_13435	S
54439	12452_13436	D
1719	12452_13437	D
23157	12452_13438	D
404281	12452_13439	D
2027	12452_13440	D
3336	12452_13441	D
2783	12452_13442	D
54799	12452_13443	D
4642	12452_13444	D
3068	12452_13445	D
8565	12452_13446	D
55536	12452_13447	DD
4191	12452_13448	D
4644	12452_13449	D
6451	12452_13450	D
11332	12452_13451	D
23180	12452_13452	D
1509	12452_13453	D
2806	12452_13454	D
2987	12452_13455	D
5912	12452_13456	D
6744	12452_13457	D
9255	12452_13458	D
10552	12452_13459	D
83879	12452_13460	D
85440	12452_13461	D
4048	12452_13462	DD
1854	12452_13463	DD
7266	12452_13464	D
2194	12452_13465	D
3954	12452_13466	D
6902	12452_13467	D
7464	12452_13468	D
10493	12452_13469	D
23594	12452_13470	D
23595	12452_13471	D
309	12452_13472	D
369	12452_13473	D
966	12452_13474	DD
1468	12452_13475	D
1743	12452_13476	D
3728	12452_13477	DD
4967	12452_13478	D
9097	12452_13479	D
10427	12452_13480	D
27338	12452_13481	D
51105	12452_13482	DD
54606	12452_13483	D
55004	12452_13484	D
55247	12452_13485	D
56931	12452_13486	D
80342	12452_13487	D
387	12452_13488	D
284058	12452_13489	U
94101	12452_13490	S
654364	12452_13491	D
54882	12452_13492	U
404734	12452_13493	U
8663	12452_13494	D
728689	12452_13495	D
9572	12452_13496	D
9975	12452_13497	D
5822	12452_13498	S
1964	12452_13499	S
9086	12452_13500	S
100532731	12452_13501	S
2483	12452_13502	S
7375	12452_13503	S
8237	12452_13504	S
9958	12452_13505	S
150221	12452_13506	S
440804	12452_13507	S
148206	12452_13508	S
5914	12452_13509	U
23633	12452_13510	U
2670	12452_13511	U
84220	12452_13512	S
727851	12452_13513	S
729540	12452_13514	S
144983	12452_13515	S
59	12452_13516	S
72	12452_13517	S
7278	12452_13518	S
113457	12452_13519	S
3017	12452_13520	S
8341	12452_13521	S
8345	12452_13522	S
112714	12452_13523	S
440689	12452_13524	S
3018	12452_13525	S
8348	12452_13526	S
3306	12452_13527	S
8290	12452_13528	S
285643	12452_13529	S
343069	12452_13530	S
347688	12452_13531	S
440563	12452_13532	S
100996928	12452_13533	S
649330	12452_13534	S
101060301	12452_13535	S
291	12452_13536	S
1917	12452_13537	S
440093	12452_13538	S
255626	12452_13539	S
445582	12452_13540	S
9119	12452_13541	S
27288	12452_13542	S
51121	12452_13543	S
728378	12452_13544	S
3010	12452_13545	S
1974	12452_13546	S
5042	12452_13547	S
653269	12452_13548	S
51025	12452_13549	S
81027	12452_13550	S
653781	12452_13551	S
10398	12452_13552	S
80336	12452_13553	S
83439	12452_13554	S
132625	12452_13555	S
5962	12452_13556	S
7430	12452_13557	S
54039	12452_13558	S
1674	12452_13559	S
83447	12452_13560	S
140032	12452_13561	S
149628	12452_13562	S
2318	12452_13563	S
5630	12452_13564	S
6258	12452_13565	S
6496	12452_13566	S
135295	12452_13567	S
143471	12452_13568	S
162605	12452_13569	S
100529239	12452_13570	S
140690	12452_13571	S
815	12452_13572	S
817	12452_13573	S
1018	12452_13574	S
4640	12452_13575	S
55506	12452_13576	S
140465	12452_13577	S
147183	12452_13578	S
192666	12452_13579	S
342574	12452_13580	S
414061	12452_13581	S
477	12452_13582	S
478	12452_13583	S
3859	12452_13584	S
51065	12452_13585	S
4131	12452_13586	S
5358	12452_13587	S
6430	12452_13588	S
8940	12452_13589	S
11317	12452_13590	S
23648	12452_13591	S
51412	12452_13592	S
140886	12452_13593	S
170463	12452_13594	S
200316	12452_13595	S
353288	12452_13596	S
116447	12452_13597	S
5224	12452_13598	S
59345	12452_13599	S
5881	12452_13600	S
100529063	12452_13601	S
2944	12452_13602	S
57466	12452_13603	S
202559	12452_13604	S
1993	12452_13605	S
1996	12452_13606	S
6875	12452_13607	S
10929	12452_13608	S
23043	12452_13609	S
50488	12452_13610	S
27324	12452_13611	S
2784	12452_13612	S
6710	12452_13613	S
3890	12452_13614	S
4781	12452_13615	S
5868	12452_13616	S
25833	12452_13617	S
3841	12452_13618	S
1068	12452_13619	S
2078	12452_13620	S
8450	12452_13621	S
80714	12452_13622	S
5452	12452_13623	S
3875	12452_13624	S
3881	12452_13625	S
3882	12452_13626	S
3884	12452_13627	S
3886	12452_13628	S
5864	12452_13629	S
5865	12452_13630	S
8554	12452_13631	S
8687	12452_13632	S
8688	12452_13633	S
8689	12452_13634	S
9545	12452_13635	S
11021	12452_13636	S
27314	12452_13637	S
51560	12452_13638	S
53916	12452_13639	S
54734	12452_13640	S
84643	12452_13641	S
115827	12452_13642	S
116442	12452_13643	S
201475	12452_13644	S
326624	12452_13645	S
339122	12452_13646	S
100527963	12452_13647	S
138474	12452_13648	S
7525	12452_13649	S
83660	12452_13650	S
8218	12452_13651	S
140801	12452_13652	S
29842	12452_13653	S
54514	12452_13654	S
23438	12452_13655	S
440695	12452_13656	S
4741	12452_13657	S
89	12452_13658	S
1019	12452_13659	S
2026	12452_13660	S
2260	12452_13661	S
2261	12452_13662	S
2263	12452_13663	S
2264	12452_13664	S
2268	12452_13665	S
3055	12452_13666	S
4067	12452_13667	S
4117	12452_13668	S
4747	12452_13669	S
